clip_cosine,current_arousal,current_emotion,current_valence,dhash_distance,duplicate_bucket,evidence_level,neighbor_count,public_description,public_member,public_request_id,salient_attributes,same_quadrant,sample_id,sources,target_arousal,target_emotion,target_valence,topk_majority_count,transition
0.925322,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/2726_1175503.jpg,Ukiyo-e_request-1088,"composition,color",True,track2_0522,public_duplicate,Low,calm,Positive,10,calm->calm
0.910288,High,aroused,Positive,99,,style_prior_only,10,,Ukiyo-e/17316.jpg,Ukiyo-e_request-1175,"composition,color",False,track2_0523,public_duplicate,Low,calm,Positive,7,aroused->calm
0.914014,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7435_04.jpg,China_images_request-976,"composition,color",True,track2_0524,public_duplicate,Low,calm,Positive,8,calm->calm
0.93883,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImagebxXYAFjnxYhwJKmhENYJgHas.jpeg,China_images_request-2156,"composition,color",True,track2_0525,public_duplicate,Low,calm,Positive,9,calm->calm
0.890093,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageLIwujaKrgVworQdFeMTuYGPw.jpeg,China_images_request-3246,"composition,color",True,track2_0526,public_duplicate,Low,calm,Positive,9,content->calm
0.911703,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/17316.jpg,Ukiyo-e_request-1175,"composition,color",True,track2_0527,public_duplicate,Low,calm,Positive,9,calm->calm
0.920109,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImagerzcxSJzBLFXvBRYTloElMaJZ.jpeg,China_images_request-4012,"composition,color",True,track2_0528,public_duplicate,Low,calm,Positive,9,calm->calm
0.921605,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageqDobIHhbjHWFOhUtUwNxPUUW.jpeg,China_images_request-3807,"composition,color",True,track2_0529,public_duplicate,Low,calm,Positive,8,content->calm
0.907159,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/0023211_Hiroshige-20.TheKawaguchiFerryandZenkōjiTemple.jpg,Ukiyo-e_request-81,"composition,color",True,track2_0530,public_duplicate,Low,calm,Positive,8,calm->calm
0.910899,High,annoyed,Negative,99,,style_prior_only,10,,Ukiyo-e/1292_1175303.jpg,Ukiyo-e_request-1076,"composition,color",False,track2_0531,public_duplicate,Low,calm,Positive,7,annoyed->calm
0.889385,Low,content,Positive,99,,style_prior_only,10,,Realism/0079517_WilliamMichaelHarnett-TheArtist'sLetterRack.jpg,Realism_request-6437,"composition,color",True,track2_0532,public_duplicate,Low,content,Positive,4,content->content
0.90041,Low,sad,Negative,99,,style_prior_only,10,,"Symbolism/0061795_OdilonRedon-Firstapoolofwater,thenaprostitute,thecornerofatemple,asoldier'sface,achariotwithtworearingwhitehorses.jpg",Symbolism_request-1074,"composition,color",True,track2_0533,public_duplicate,Low,sad,Negative,3,sad->sad
0.880147,Low,calm,Positive,99,,style_prior_only,10,,Mannerism (Late Renaissance)/0096013_AlessandroAllori-PortraitofaWoman.jpg,Mannerism (Late Renaissance)_request-1153,"composition,color",True,track2_0534,public_duplicate,Low,calm,Positive,10,calm->calm
0.891107,Low,calm,Positive,99,,style_prior_only,10,,Academicism/0140760_MariàFortuny-Nakedmanwithspear.jpg,Academicism_request-2977,"composition,color",True,track2_0535,public_duplicate,Low,calm,Positive,9,calm->calm
0.91862,High,alarmed,Negative,99,,style_prior_only,10,,Ukiyo-e/0155497_TōshūsaiSharaku-KabukiActorSegawaKikunojōIIIastheShirabyōshiHisakataDisguisedasYamatoManzai.jpg,Ukiyo-e_request-741,"composition,color",False,track2_0536,public_duplicate,Low,calm,Positive,8,alarmed->calm
0.874502,Low,tired,Negative,99,,style_prior_only,10,,Realism/0064050_GustaveCourbet-PortraitofMonsieurNicolle.jpg,Realism_request-5060,"composition,color",True,track2_0537,public_duplicate,Low,sad,Negative,1,tired->sad
0.876244,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7067_02.jpg,China_images_request-1523,"composition,color",True,track2_0538,public_duplicate,Low,calm,Positive,10,calm->calm
0.883998,Low,content,Positive,99,,style_prior_only,10,,Realism/0079925_AdolphMenzel-Younggirlinprofilewithfurcap.jpg,Realism_request-6471,"composition,color",True,track2_0539,public_duplicate,Low,calm,Positive,6,content->calm
0.936022,Low,content,Positive,99,,same_series_style,10,,Ukiyo-e/0104580_UtagawaToyokuni-TheactorsMatsumotoYonesaburôIandNakamuraDenkurôIV.jpg,Ukiyo-e_request-508,"composition,color",True,track2_0540,public_duplicate,Low,calm,Positive,8,content->calm
0.85977,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/109237_585603.jpg,Ukiyo-e_request-1606,"composition,color",True,track2_0541,public_duplicate,Low,calm,Positive,9,calm->calm
0.902504,High,aroused,Positive,99,,style_prior_only,10,,Abstract Art/0006400_OttoFreundlich-KompositioninSchwarzundWeiß.jpg,Abstract Art_request-4,"composition,color",True,track2_0542,public_duplicate,High,excited,Positive,2,aroused->excited
0.855553,Low,calm,Positive,99,,style_prior_only,10,,Impressionism/0038394_IvanMrkviсka-Vityaz(Knight).jpg,Impressionism_request-2113,"composition,color",True,track2_0543,public_duplicate,Low,calm,Positive,6,calm->calm
0.945276,Low,calm,Positive,31,style_neighbor_review,same_series_style,11,,Ink and wash painting/0066843_LiTang-SittingonRocksGazingattheMist.jpg,Ink and wash painting_request-194,"composition,color",True,track2_0544,public_duplicate,Low,calm,Positive,10,calm->calm
0.892123,Low,sad,Negative,99,,style_prior_only,10,,Academicism/0028804_VincenzoCamuccini-Scipio'smoderation.jpg,Academicism_request-487,"composition,color",False,track2_0545,public_duplicate,High,frustrated,Negative,2,sad->frustrated
0.906123,Low,calm,Positive,99,,style_prior_only,10,,Romanticism/0094095_ThomasBirch-Seascape.jpg,Romanticism_request-8060,"composition,color",True,track2_0546,public_duplicate,Low,calm,Positive,8,calm->calm
0.911841,High,annoyed,Negative,99,,style_prior_only,10,,Cubism/0101806_JacquesVillon-PortraitofanActor(FélixBarré).jpg,Cubism_request-1367,"composition,color",True,track2_0547,public_duplicate,High,frustrated,Negative,3,annoyed->frustrated
0.887109,High,alarmed,Negative,99,,style_prior_only,10,,Rococo/0093624_Jean-HonoreFragonard-TheFountainofLove.jpg,Rococo_request-1910,"composition,color",False,track2_0548,public_duplicate,Low,calm,Positive,7,alarmed->calm
0.860945,High,aroused,Positive,99,,style_prior_only,10,,Romanticism/0181513_MariàFortuny-Burial.jpg,Romanticism_request-16138,"composition,color",False,track2_0549,public_duplicate,Low,sad,Negative,2,aroused->sad
0.921534,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/0083281_TōshūsaiSharaku-KabukiActorIchikawaEbizōIasKamakuraGondayū.jpg,Ukiyo-e_request-390,"composition,color",True,track2_0550,public_duplicate,Low,calm,Positive,9,content->calm
0.889197,Low,content,Positive,99,,style_prior_only,10,,Baroque/0120182_JanBruegheltheElder-AViewofSpa.jpg,Baroque_request-5370,"composition,color",True,track2_0551,public_duplicate,Low,calm,Positive,10,content->calm
0.952944,Low,calm,Positive,23,strong_neighbor_ge095,same_series_style,12,"The painting features a towering mountain as its central backdrop, with gnarled trees framing the foreground. A group of figures sits contemplatively near a rocky outcrop, enveloped in the vast, mysterious landscape.",China_images/FS-7328_10.jpg,China_images_request-891,"composition,color",True,track2_0552,public_duplicate,Low,calm,Positive,12,calm->calm
0.913228,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageykUgWprrUxkIjvHvMAkBoMfA.jpeg,China_images_request-1755,"composition,color",True,track2_0553,public_duplicate,Low,calm,Positive,10,calm->calm
0.862531,High,excited,Positive,99,,style_prior_only,10,,Realism/0098822_TheophileSteinlen-BoutdeRueLeSoir.jpg,Realism_request-8217,"composition,color",False,track2_0554,public_duplicate,Low,sad,Negative,2,excited->sad
0.96074,Low,content,Positive,35,strong_neighbor_ge095,near_same_work,12,"The image showcases a serene landscape painting, featuring traditional architecture amidst a mountainous backdrop. Graceful trees and a flowing stream add vitality. The scene is delicately composed, invoking a sense of tranquility and timelessness.",China_images/GetImagegizSXrBIVEONmKHDNoIQHIFZ.jpeg,China_images_request-2639,"composition,color",True,track2_0555,public_duplicate,Low,calm,Positive,12,content->calm
0.920514,Low,calm,Positive,99,,style_prior_only,10,,Rococo/0111707_Charles-AndrevanLoo(CarlevanLoo)-StandingMan.jpg,Rococo_request-2296,"composition,color",True,track2_0556,public_duplicate,Low,calm,Positive,8,calm->calm
0.88622,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageFktWuojaqvUqgKySyDOvgrfK.jpeg,China_images_request-2543,"composition,color",True,track2_0557,public_duplicate,Low,calm,Positive,9,content->calm
0.843268,High,excited,Positive,99,,style_prior_only,10,,Ukiyo-e/18174.jpg,Ukiyo-e_request-1232,"composition,color",False,track2_0558,public_duplicate,Low,calm,Positive,3,excited->calm
0.890224,Low,calm,Positive,99,,style_prior_only,10,,Abstract Art/0022406_SofiaAreal-OnduladamenteV.jpg,Abstract Art_request-163,"composition,color",False,track2_0559,public_duplicate,High,excited,Positive,1,calm->excited
0.908913,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-8337_01.jpg,China_images_request-82,"composition,color",True,track2_0560,public_duplicate,Low,calm,Positive,9,calm->calm
0.838715,Low,content,Positive,99,,style_prior_only,10,,Realism/0115068_JohnSingerSargent-FrederickLawOlmsted.jpg,Realism_request-9686,"composition,color",True,track2_0561,public_duplicate,Low,calm,Positive,9,content->calm
0.935637,Low,content,Positive,99,,same_series_style,10,,Ukiyo-e/91361_458016.jpg,Ukiyo-e_request-1549,"composition,color",True,track2_0562,public_duplicate,Low,calm,Positive,8,content->calm
0.911096,Low,bored,Negative,99,,style_prior_only,10,,Abstract Expressionism/0042661_TokoShinoda-Beyond.jpg,Abstract Expressionism_request-766,"composition,color",False,track2_0563,public_duplicate,Low,calm,Positive,5,bored->calm
0.916789,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/0147860_ToyotaHokkei-Seashells.jpg,Ukiyo-e_request-707,"composition,color",True,track2_0564,public_duplicate,Low,calm,Positive,7,calm->calm
0.886495,High,alarmed,Negative,99,,style_prior_only,10,,Orientalism/0034232_MariàFortuny-ShoeingamuleinMorocco.jpg,Orientalism_request-140,"composition,color",False,track2_0565,public_duplicate,Low,calm,Positive,5,alarmed->calm
0.917416,Low,calm,Positive,99,,style_prior_only,10,,Ukiyo-e/97937_505924.jpg,Ukiyo-e_request-1007,"composition,color",True,track2_0566,public_duplicate,Low,calm,Positive,9,calm->calm
0.87704,Low,tired,Negative,99,,style_prior_only,10,,Transavantgarde/0185524_AlexanderRoitburd-NotaDaywithoutHaloimes.jpg,Transavantgarde_request-524,"composition,color",False,track2_0567,public_duplicate,Low,calm,Positive,6,tired->calm
0.884128,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-5609_06.jpg,China_images_request-523,"composition,color",True,track2_0568,public_duplicate,Low,content,Positive,1,calm->content
0.952224,Low,calm,Positive,7,visual_duplicate_likely,exact_same_work,12,,China_images/GetImagetUYXavKTzFoIGkmHOmFqpJqn.jpeg,China_images_request-4260,"composition,color",True,track2_0569,public_duplicate,Low,calm,Positive,11,calm->calm
0.937296,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-5807_09.jpg,China_images_request-722,"composition,color",True,track2_0570,public_duplicate,Low,calm,Positive,10,calm->calm
0.907916,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7462_16.jpg,China_images_request-1512,"composition,color",True,track2_0571,public_duplicate,Low,calm,Positive,8,calm->calm
0.917115,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageqDobIHhbjHWFOhUtUwNxPUUW.jpeg,China_images_request-3807,"composition,color",True,track2_0572,public_duplicate,Low,calm,Positive,8,content->calm
0.907287,High,annoyed,Negative,99,,style_prior_only,10,,Ukiyo-e/102191_533283.jpg,Ukiyo-e_request-1059,"composition,color",False,track2_0573,public_duplicate,Low,calm,Positive,7,annoyed->calm
0.913103,High,frustrated,Negative,99,,style_prior_only,10,,Ukiyo-e/17015.jpg,Ukiyo-e_request-1160,"composition,color",False,track2_0574,public_duplicate,Low,calm,Positive,7,frustrated->calm
0.822366,Low,tired,Negative,99,,style_prior_only,10,,Baroque/0172615_AnnibaleCarracci-Sheetofcaricatures.jpg,Baroque_request-7796,"composition,color",False,track2_0575,public_duplicate,Low,calm,Positive,7,tired->calm
0.911253,Low,calm,Positive,99,,style_prior_only,10,,Rococo/0027295_Charles-AndrevanLoo(CarlevanLoo)-StudyofaNudeManLying.jpg,Rococo_request-484,"composition,color",False,track2_0576,public_duplicate,Low,sad,Negative,1,calm->sad
0.970252,Low,calm,Positive,11,same_series_high_clip,near_same_work,12,"The artwork features a traditionally dressed figure, adorned in a patterned kimono, holding a pipe. The coiffed hair and subtle facial expression evoke a sense of calm and grace, set against a muted background.",Ukiyo-e/0180401_TōshūsaiSharaku-MatsumotoYonesaburoasKewaizakanoShoshointhePlayKatakiuchiNoriyaibanashi.jpg,Ukiyo-e_request-879,"composition,color",True,track2_0577,public_duplicate,Low,calm,Positive,11,calm->calm
0.875367,Low,calm,Positive,99,,style_prior_only,10,,Academicism/0030764_MariàFortuny-Malenudebackwiththearmextended.jpg,Academicism_request-533,"composition,color",True,track2_0578,public_duplicate,Low,calm,Positive,8,calm->calm
0.91807,High,frustrated,Negative,99,,style_prior_only,10,,Rococo/0116771_Charles-AndrevanLoo(CarlevanLoo)-ManPullingaCord.jpg,Rococo_request-2433,"composition,color",False,track2_0579,public_duplicate,Low,calm,Positive,5,frustrated->calm
0.934803,Low,content,Positive,99,,same_series_style,10,,China_images/GetImageOHoOcGUZfKptYxIzfCJJCZxQ.jpeg,China_images_request-3599,"composition,color",True,track2_0580,public_duplicate,Low,calm,Positive,10,content->calm
0.912673,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/1292_1175303.jpg,Ukiyo-e_request-1076,"composition,color",True,track2_0581,public_duplicate,Low,calm,Positive,7,content->calm
0.895023,High,alarmed,Negative,99,,style_prior_only,10,,Art Nouveau (Modern)/0099911_HarryClarke-TalesofMysteryandImaginationbyEdgarAllanPoe.jpg,Art Nouveau (Modern)_request-3184,"composition,color",True,track2_0582,public_duplicate,High,alarmed,Negative,1,alarmed->alarmed
0.914024,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/0054624_TōshūsaiSharaku-ActorIchikawaYaozoIIIasaCourtesan'sAttendant.jpg,Ukiyo-e_request-237,"composition,color",True,track2_0583,public_duplicate,Low,calm,Positive,9,content->calm
0.875929,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7449_36.jpg,China_images_request-152,"composition,color",True,track2_0584,public_duplicate,Low,calm,Positive,10,calm->calm
0.942476,Low,calm,Positive,29,style_neighbor_review,same_series_style,11,,China_images/GetImageGZGVjVQhrHCEMFeTDPoDpupt.jpeg,China_images_request-2710,"composition,color",True,track2_0585,public_duplicate,Low,calm,Positive,11,calm->calm
0.914868,High,alarmed,Negative,99,,style_prior_only,10,,Orientalism/0034232_MariàFortuny-ShoeingamuleinMorocco.jpg,Orientalism_request-140,"composition,color",False,track2_0586,public_duplicate,Low,calm,Positive,1,alarmed->calm
0.907307,Low,content,Positive,99,,style_prior_only,10,,Realism/0080206_ConstantTroyon-CowsinaLandscape.jpg,Realism_request-6498,"composition,color",True,track2_0587,public_duplicate,Low,calm,Positive,9,content->calm
0.922846,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-5122_08.jpg,China_images_request-1264,"composition,color",True,track2_0588,public_duplicate,Low,calm,Positive,10,calm->calm
0.939913,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-8139_05.jpg,China_images_request-527,"composition,color",True,track2_0589,public_duplicate,Low,calm,Positive,10,calm->calm
0.883762,High,excited,Positive,99,,style_prior_only,10,,Ukiyo-e/dscn2059.jpg,Ukiyo-e_request-2058,"composition,color",False,track2_0590,public_duplicate,Low,calm,Positive,6,excited->calm
0.868434,Low,calm,Positive,99,,style_prior_only,10,,Impressionism/0007937_AndersZorn-QueenSophia.jpg,Impressionism_request-122,"composition,color",True,track2_0591,public_duplicate,Low,calm,Positive,7,calm->calm
0.932783,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImagexGvgCorycbkWDVMZxTkRlNFp.jpeg,China_images_request-4674,"composition,color",True,track2_0592,public_duplicate,Low,content,Positive,1,content->content
0.857711,Low,content,Positive,99,,style_prior_only,10,,"Mannerism (Late Renaissance)/0007790_Francescode'Rossi(FrancescoSalviati),Cecchino-SubmissionofFrederickBarbarossabeforePopeAlexanderIIIduringthesigningoftheTreatyofVenice(detail).jpg",Mannerism (Late Renaissance)_request-14,"composition,color",False,track2_0593,public_duplicate,High,excited,Positive,1,content->excited
0.88423,Low,tired,Negative,99,,style_prior_only,10,,Realism/0129478_Carolus-Duran-SpanishWoman(PortraitofEvaGonzales).jpg,Realism_request-10927,"composition,color",False,track2_0594,public_duplicate,Low,calm,Positive,7,tired->calm
0.946765,Low,calm,Positive,19,style_neighbor_review,same_series_style,11,,China_images/GetImagepbZxWtDrqlUQMwAvgnoRoHsm.jpeg,China_images_request-3685,"composition,color",True,track2_0595,public_duplicate,Low,calm,Positive,10,calm->calm
0.895066,Low,tired,Negative,99,,style_prior_only,10,,"Realism/0100496_JamesTaylorHarwood-MaleFigureStudy,Paris.jpg",Realism_request-8384,"composition,color",False,track2_0596,public_duplicate,Low,calm,Positive,8,tired->calm
0.932839,Low,calm,Positive,99,,same_series_style,10,,Ink and wash painting/0066843_LiTang-SittingonRocksGazingattheMist.jpg,Ink and wash painting_request-194,"composition,color",True,track2_0597,public_duplicate,Low,calm,Positive,10,calm->calm
0.928708,High,aroused,Positive,99,,style_prior_only,10,,Neo-Expressionism/0017742_PierreAlechinsky-Plate(folio3)fromSchismes.jpg,Neo-Expressionism_request-91,"composition,color",False,track2_0598,public_duplicate,High,frustrated,Negative,2,aroused->frustrated
0.925924,Low,sad,Negative,99,,style_prior_only,10,,Expressionism/0064308_FrankAuerbach-HeadofG.B..jpg,Expressionism_request-3468,"composition,color",False,track2_0599,public_duplicate,High,frustrated,Negative,4,sad->frustrated
0.920752,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageqsbCsxePyDgNCUAfAMyuGldR.jpeg,China_images_request-3873,"composition,color",True,track2_0600,public_duplicate,Low,calm,Positive,9,calm->calm
0.883488,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/14011_224240.jpg,Ukiyo-e_request-1154,"composition,color",False,track2_0601,public_duplicate,High,excited,Positive,1,content->excited
0.872049,High,aroused,Positive,99,,style_prior_only,10,,Pop Art/0103271_DieterRoth-DoubleSomersault.jpg,Pop Art_request-1120,"composition,color",True,track2_0602,public_duplicate,High,excited,Positive,5,aroused->excited
0.917258,High,aroused,Positive,99,,style_prior_only,10,,Cubism/0137980_GostaAdrian-Nilsson-Komposition.jpg,Cubism_request-1884,"composition,color",False,track2_0603,public_duplicate,Low,content,Positive,1,aroused->content
0.901147,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/101065_526087.jpg,Ukiyo-e_request-1046,"composition,color",True,track2_0604,public_duplicate,Low,calm,Positive,10,content->calm
0.948677,Low,calm,Positive,24,style_neighbor_review,same_series_style,11,,China_images/FS-5922_06.jpg,China_images_request-1035,"composition,color",True,track2_0605,public_duplicate,Low,calm,Positive,11,calm->calm
0.9822,Low,calm,Positive,16,visual_duplicate_likely,exact_same_work,12,,China_images/GetImageKzzPTCtbYwCRJtjGkkgwlIGX.jpeg,China_images_request-3208,"composition,color",True,track2_0606,public_duplicate,Low,calm,Positive,11,calm->calm
0.895038,Low,calm,Positive,99,,style_prior_only,10,,Academicism/0088267_ErnestHébert-Academicmale.jpg,Academicism_request-1793,"composition,color",True,track2_0607,public_duplicate,Low,calm,Positive,8,calm->calm
0.917278,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/98903_511914.jpg,Ukiyo-e_request-1013,"composition,color",True,track2_0608,public_duplicate,Low,calm,Positive,8,content->calm
0.867272,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/91200_457050.jpg,Ukiyo-e_request-1515,"composition,color",True,track2_0609,public_duplicate,Low,calm,Positive,9,content->calm
0.921742,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-5664_07.jpg,China_images_request-412,"composition,color",True,track2_0610,public_duplicate,Low,calm,Positive,9,calm->calm
0.86317,Low,tired,Negative,99,,style_prior_only,10,,Impressionism/0181045_LillaCabotPerry-ThomasSergeantPerry.jpg,Impressionism_request-11558,"composition,color",False,track2_0611,public_duplicate,Low,calm,Positive,9,tired->calm
0.905772,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-6336_05.jpg,China_images_request-1307,"composition,color",True,track2_0612,public_duplicate,Low,calm,Positive,10,calm->calm
0.925428,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-6543_04.jpg,China_images_request-1201,"composition,color",True,track2_0613,public_duplicate,Low,calm,Positive,10,calm->calm
0.928469,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/54861_1181663.jpg,Ukiyo-e_request-1394,"composition,color",True,track2_0614,public_duplicate,Low,calm,Positive,9,content->calm
0.910008,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7480_06.jpg,China_images_request-283,"composition,color",True,track2_0615,public_duplicate,Low,calm,Positive,9,calm->calm
0.948691,Low,calm,Positive,18,style_neighbor_review,same_series_style,11,,China_images/FS-6216_10.jpg,China_images_request-574,"composition,color",True,track2_0616,public_duplicate,Low,calm,Positive,9,calm->calm
0.909192,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/89944_448030.jpg,Ukiyo-e_request-1503,"composition,color",True,track2_0617,public_duplicate,Low,calm,Positive,8,content->calm
0.903288,Low,sad,Negative,99,,style_prior_only,10,,China_images/GetImageDDtFJHRPbZJJfRdfSkByDuRY.jpeg,China_images_request-2305,"composition,color",False,track2_0618,public_duplicate,Low,calm,Positive,7,sad->calm
0.874303,Low,bored,Negative,99,,style_prior_only,10,,Abstract Expressionism/0012483_TokoShinoda-ArrivedWind.jpg,Abstract Expressionism_request-161,"composition,color",False,track2_0619,public_duplicate,Low,calm,Positive,7,bored->calm
0.893683,High,frustrated,Negative,99,,style_prior_only,10,,Lyrical Abstraction/0062425_GustaveSingier-Composition.jpg,Lyrical Abstraction_request-246,"composition,color",False,track2_0620,public_duplicate,Low,calm,Positive,3,frustrated->calm
0.895283,High,frustrated,Negative,99,,style_prior_only,10,,Baroque/0181370_AdriaenBrouwer-TavernScene.jpg,Baroque_request-8195,"composition,color",False,track2_0621,public_duplicate,High,excited,Positive,1,frustrated->excited
0.874457,Low,calm,Positive,99,,style_prior_only,10,,Baroque/0058703_GabrielMetsu-ThePoultryWoman.jpg,Baroque_request-2473,"composition,color",True,track2_0622,public_duplicate,Low,calm,Positive,6,calm->calm
0.922356,High,annoyed,Negative,99,,style_prior_only,10,,Ukiyo-e/91200_457050.jpg,Ukiyo-e_request-1515,"composition,color",False,track2_0623,public_duplicate,Low,calm,Positive,8,annoyed->calm
0.935852,Low,calm,Positive,99,,same_series_style,10,,China_images/FS-8332_19.jpg,China_images_request-1364,"composition,color",True,track2_0624,public_duplicate,Low,calm,Positive,9,calm->calm
0.914073,Low,calm,Positive,99,,style_prior_only,10,,Academicism/0030764_MariàFortuny-Malenudebackwiththearmextended.jpg,Academicism_request-533,"composition,color",True,track2_0625,public_duplicate,Low,calm,Positive,8,calm->calm
0.926564,Low,content,Positive,99,,style_prior_only,10,,China_images/FS-8090_13.jpg,China_images_request-434,"composition,color",True,track2_0626,public_duplicate,Low,calm,Positive,9,content->calm
0.923104,Low,sad,Negative,99,,style_prior_only,10,,China_images/FS-6543_07.jpg,China_images_request-1464,"composition,color",False,track2_0627,public_duplicate,Low,calm,Positive,8,sad->calm
0.843135,Low,content,Positive,99,,style_prior_only,10,,Early Renaissance/0026067_LoScheggia-Trionfodellacastità.jpg,Early Renaissance_request-104,"composition,color",True,track2_0628,public_duplicate,Low,calm,Positive,4,content->calm
0.912041,Low,tired,Negative,99,,style_prior_only,10,,Romanticism/0040774_ThomasSully-WomanataWindow(fromSketchbook).jpg,Romanticism_request-3291,"composition,color",False,track2_0629,public_duplicate,Low,calm,Positive,6,tired->calm
0.888476,Low,content,Positive,99,,style_prior_only,10,,Expressionism/0144507_CarlHolsøe-SeamstressSewinginanInterior.jpg,Expressionism_request-8262,"composition,color",True,track2_0630,public_duplicate,Low,calm,Positive,8,content->calm
0.887539,Low,content,Positive,99,,style_prior_only,10,,China_images/GetImageWaaZcYKEYQZtnpsyGuBncCeQ.jpeg,China_images_request-4526,"composition,color",True,track2_0631,public_duplicate,Low,calm,Positive,9,content->calm
0.907055,Low,bored,Negative,99,,style_prior_only,10,,Surrealism/0036462_WilliamBaziotes-Puppets.jpg,Surrealism_request-835,"composition,color",False,track2_0632,public_duplicate,Low,content,Positive,2,bored->content
0.943883,Low,calm,Positive,25,style_neighbor_review,same_series_style,11,,China_images/GetImagepbZxWtDrqlUQMwAvgnoRoHsm.jpeg,China_images_request-3685,"composition,color",True,track2_0633,public_duplicate,Low,calm,Positive,10,calm->calm
0.916498,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/2031_1175603.jpg,Ukiyo-e_request-1082,"composition,color",True,track2_0634,public_duplicate,Low,calm,Positive,8,content->calm
0.877732,High,happy,Positive,99,,style_prior_only,10,,Ukiyo-e/0157763_ToyoharaChikanobu-ViewoftheGiftoftheEmperor'sGiftCup.jpg,Ukiyo-e_request-761,"composition,color",True,track2_0635,public_duplicate,High,excited,Positive,5,happy->excited
0.910911,High,alarmed,Negative,99,,style_prior_only,10,,Romanticism/0051402_JohnCrome-WoodlandLandscapenearNorwich.jpg,Romanticism_request-4169,"composition,color",False,track2_0636,public_duplicate,Low,calm,Positive,4,alarmed->calm
0.908671,Low,calm,Positive,99,,style_prior_only,10,,China_images/FS-7484_12.jpg,China_images_request-79,"composition,color",True,track2_0637,public_duplicate,Low,calm,Positive,9,calm->calm
0.896817,Low,calm,Positive,99,,style_prior_only,10,,China_images/GetImageJcUmOiECcBFrqcvdbvWPYggz.jpeg,China_images_request-2971,"composition,color",True,track2_0638,public_duplicate,Low,calm,Positive,10,calm->calm
0.918908,Low,content,Positive,99,,style_prior_only,10,,Ukiyo-e/06262.jpg,Ukiyo-e_request-1103,"composition,color",False,track2_0639,public_duplicate,High,alarmed,Negative,1,content->alarmed
0.917973,Low,content,Positive,99,,style_prior_only,10,,Realism/0156514_RosaBonheur-ThreeCowsInThePasture.jpg,Realism_request-13277,"composition,color",True,track2_0640,public_duplicate,Low,content,Positive,2,content->content
0.918608,High,frustrated,Negative,99,,style_prior_only,10,,Abstract Expressionism/0109554_CyTwombly-Untitled(Bastian38).jpg,Abstract Expressionism_request-2197,"composition,color",True,track2_0641,public_duplicate,High,frustrated,Negative,4,frustrated->frustrated
0.937386,Low,calm,Positive,99,,same_series_style,10,,China_images/GetImageDtXOhATWqIAjKIKYQULHjSvm.jpeg,China_images_request-2376,"composition,color",True,track2_0642,public_duplicate,Low,calm,Positive,10,calm->calm
0.877494,Low,glad,Positive,99,,style_prior_only,10,,Early Renaissance/0101383_AndreaMantegna-ThecourtoftheGonzaga.jpg,Early Renaissance_request-530,"composition,color",True,track2_0643,public_duplicate,Low,calm,Positive,5,glad->calm
0.944989,Low,calm,Positive,26,style_neighbor_review,same_series_style,11,,China_images/GetImagedNxoqTlCzogDsGvDiZZjXyJz.jpeg,China_images_request-2342,"composition,color",True,track2_0644,public_duplicate,Low,calm,Positive,10,calm->calm
