all_sources,current_arousal,current_emotion,current_label_issue_count,current_valence,exact_duplicate,failed_transition_count,max_confidence,model_sources,model_support_score,model_vote_count,near_duplicate,proposed_arousal,proposed_emotion,proposed_valence,public_duplicate_support_score,public_style_support_score,rationale,same_arousal,same_valence,sample_id,support_score,transition,v19_decision,v19_reasons,v19_score
dinov2,Low,calm,0,Positive,False,0,0.482489,dinov2,0.569496,1,False,High,aroused,Positive,0.0,0.0,,False,True,track2_0625,0.569496,calm->aroused,hold,insufficient_row_support,0.799496
"clip,siglip2",Low,calm,0,Positive,False,0,0.325571,"clip,siglip2",0.567614,2,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0383,0.567614,calm->bored,hold,insufficient_row_support,0.797614
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.295894,siglip2,0.333306,1,False,High,annoyed,Negative,0.0,0.233813,,False,False,track2_0012,0.567119,content->annoyed,hold,insufficient_row_support,0.797119
"public_clean,siglip2",High,annoyed,0,Negative,False,0,0.338451,siglip2,0.376317,1,False,High,happy,Positive,0.0,0.188868,,True,False,track2_0623,0.565185,annoyed->happy,hold,insufficient_row_support,0.795185
"public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.306393,siglip2,0.309195,1,False,High,aroused,Positive,0.0,0.255101,,True,False,track2_0192,0.564296,frustrated->aroused,hold,insufficient_row_support,0.794296
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.273515,siglip2,0.289399,1,False,Low,bored,Negative,0.0,0.273515,,True,False,track2_0535,0.562914,calm->bored,hold,insufficient_row_support,0.792914
"clip,dinov2",Low,content,0,Positive,False,0,0.295975,"clip,dinov2",0.562145,2,False,High,annoyed,Negative,0.0,0.0,,False,False,track2_0004,0.562145,content->annoyed,hold,insufficient_row_support,0.792145
"dinov2,public_clean,public_inclusive",High,frustrated,0,Negative,False,0,0.311528,dinov2,0.326882,1,False,Low,bored,Negative,0.0,0.234351,,False,True,track2_0499,0.561233,frustrated->bored,hold,insufficient_row_support,0.791233
"clip,dinov2",Low,calm,0,Positive,False,0,0.269611,"clip,dinov2",0.560458,2,False,High,annoyed,Negative,0.0,0.0,,False,False,track2_0730,0.560458,calm->annoyed,hold,insufficient_row_support,0.790458
"clip,public_clean,public_inclusive",High,aroused,0,Positive,False,1,0.314059,clip,0.350423,1,False,High,excited,Positive,0.0,0.247956,,True,True,track2_0095,0.598379,aroused->excited,hold,insufficient_row_support,0.788379
dinov2,Low,calm,0,Positive,False,0,0.483584,dinov2,0.551416,1,False,Low,sad,Negative,0.0,0.0,,True,False,track2_0472,0.551416,calm->sad,hold,insufficient_row_support,0.781416
dinov2,High,frustrated,0,Negative,False,0,0.466538,dinov2,0.548397,1,False,High,annoyed,Negative,0.0,0.0,,True,True,track2_0839,0.548397,frustrated->annoyed,hold,insufficient_row_support,0.778397
clip,Low,calm,0,Positive,False,0,0.469607,clip,0.54363,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0535,0.54363,calm->tired,hold,insufficient_row_support,0.77363
dinov2,Low,content,0,Positive,False,0,0.480396,dinov2,0.543278,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0844,0.543278,content->bored,hold,insufficient_row_support,0.773278
"clip,public_clean",High,annoyed,0,Negative,False,0,0.343853,clip,0.195617,1,False,Low,content,Positive,0.0,0.343853,,False,False,track2_0531,0.53947,annoyed->content,hold,insufficient_row_support,0.76947
"clip,dinov2",High,alarmed,0,Negative,False,0,0.274532,"clip,dinov2",0.538451,2,False,High,frustrated,Negative,0.0,0.0,,True,True,track2_0582,0.538451,alarmed->frustrated,hold,insufficient_row_support,0.768451
clip,Low,sad,0,Negative,False,0,0.484885,clip,0.536064,1,False,Low,bored,Negative,0.0,0.0,,True,True,track2_0811,0.536064,sad->bored,hold,insufficient_row_support,0.766064
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.286036,siglip2,0.290379,1,False,Low,sad,Negative,0.0,0.244436,,True,False,track2_0985,0.534815,calm->sad,hold,insufficient_row_support,0.764815
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.262681,siglip2,0.271994,1,False,High,excited,Positive,0.0,0.262681,,True,False,track2_0661,0.534675,alarmed->excited,hold,insufficient_row_support,0.764675
dinov2,High,alarmed,0,Negative,False,0,0.450504,dinov2,0.534212,1,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0536,0.534212,alarmed->calm,hold,insufficient_row_support,0.764212
"public_clean,siglip2",High,aroused,0,Positive,False,0,0.302253,siglip2,0.329632,1,False,Low,bored,Negative,0.0,0.201622,,False,False,track2_0733,0.531254,aroused->bored,hold,insufficient_row_support,0.761254
"public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.264294,siglip2,0.266085,1,False,Low,content,Positive,0.0,0.264294,,False,False,track2_0801,0.530379,annoyed->content,hold,insufficient_row_support,0.760379
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.270376,siglip2,0.259205,1,False,Low,bored,Negative,0.0,0.270376,,False,True,track2_0480,0.529581,alarmed->bored,hold,insufficient_row_support,0.759581
dinov2,Low,bored,0,Negative,False,0,0.49761,dinov2,0.529408,1,False,Low,tired,Negative,0.0,0.0,,True,True,track2_0919,0.529408,bored->tired,hold,insufficient_row_support,0.759408
dinov2,High,frustrated,0,Negative,False,0,0.447253,dinov2,0.523062,1,False,High,excited,Positive,0.0,0.0,,True,False,track2_0039,0.523062,frustrated->excited,hold,insufficient_row_support,0.753062
dinov2,Low,content,0,Positive,False,0,0.454675,dinov2,0.522309,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0843,0.522309,content->bored,hold,insufficient_row_support,0.752309
dinov2,High,frustrated,0,Negative,False,0,0.468957,dinov2,0.522253,1,False,High,excited,Positive,0.0,0.0,,True,False,track2_0828,0.522253,frustrated->excited,hold,insufficient_row_support,0.752253
dinov2,Low,calm,0,Positive,False,0,0.458991,dinov2,0.521315,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0805,0.521315,calm->bored,hold,insufficient_row_support,0.751315
"clip,dinov2,public_inclusive",Low,content,0,Positive,False,20,0.520777,"clip,dinov2",0.887366,2,False,Low,calm,Positive,0.0,0.428347,,True,True,track2_0489,1.315713,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.745713
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.285752,siglip2,0.228274,1,False,Low,tired,Negative,0.0,0.285752,,True,False,track2_0317,0.514026,content->tired,hold,insufficient_row_support,0.744026
"clip,dinov2",Low,content,0,Positive,False,20,0.581301,"clip,dinov2",1.309964,2,False,Low,calm,Positive,0.0,0.0,,True,True,track2_0137,1.309964,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.739964
clip,Low,tired,0,Negative,False,0,0.432374,clip,0.508538,1,False,Low,bored,Negative,0.0,0.0,,True,True,track2_0331,0.508538,tired->bored,hold,insufficient_row_support,0.738538
dinov2,High,annoyed,0,Negative,False,0,0.446155,dinov2,0.506279,1,False,High,excited,Positive,0.0,0.0,,True,False,track2_0670,0.506279,annoyed->excited,hold,insufficient_row_support,0.736279
siglip2,Low,tired,0,Negative,False,0,0.492131,siglip2,0.502153,1,False,Low,content,Positive,0.0,0.0,,True,False,track2_0150,0.502153,tired->content,hold,insufficient_row_support,0.732153
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.453753,"clip,siglip2",0.971856,2,False,Low,calm,Positive,0.0,0.330218,,True,True,track2_0561,1.302074,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.732074
dinov2,Low,tired,0,Negative,False,0,0.448293,dinov2,0.501243,1,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0175,0.501243,tired->calm,hold,insufficient_row_support,0.731243
"gemini35,public_clean",Low,content,0,Positive,False,20,0.85,gemini35,0.9375,1,False,Low,calm,Positive,0.0,0.362206,"The delicate, flowing lines, soft muted colors, and gentle, suspended motion of the butterfly over the flowers evoke a profound sense of quietude and peaceful stillness, making 'calm' a more precise descriptor than 'content'.",True,True,track2_0322,1.299706,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.729706
clip,Low,calm,0,Positive,False,0,0.424573,clip,0.498161,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0462,0.498161,calm->bored,hold,insufficient_row_support,0.728161
dinov2,Low,content,0,Positive,False,0,0.425538,dinov2,0.497348,1,False,High,aroused,Positive,0.0,0.0,,False,True,track2_0308,0.497348,content->aroused,hold,insufficient_row_support,0.727348
clip,Low,content,0,Positive,False,0,0.445602,clip,0.49476,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0370,0.49476,content->bored,hold,insufficient_row_support,0.72476
clip,Low,sad,0,Negative,False,0,0.477998,clip,0.494461,1,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0014,0.494461,sad->calm,hold,insufficient_row_support,0.724461
dinov2,Low,sad,0,Negative,False,0,0.446962,dinov2,0.493597,1,False,Low,content,Positive,0.0,0.0,,True,False,track2_0014,0.493597,sad->content,hold,insufficient_row_support,0.723597
dinov2,Low,calm,0,Positive,False,0,0.438318,dinov2,0.492847,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0824,0.492847,calm->bored,hold,insufficient_row_support,0.722847
dinov2,High,frustrated,0,Negative,False,0,0.438185,dinov2,0.491325,1,False,Low,tired,Negative,0.0,0.0,,False,True,track2_0579,0.491325,frustrated->tired,hold,insufficient_row_support,0.721325
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.253256,siglip2,0.275857,1,False,High,frustrated,Negative,0.0,0.213532,,True,True,track2_0799,0.489389,alarmed->frustrated,hold,insufficient_row_support,0.719389
dinov2,Low,content,0,Positive,False,0,0.414777,dinov2,0.488832,1,False,High,aroused,Positive,0.0,0.0,,False,True,track2_0282,0.488832,content->aroused,hold,insufficient_row_support,0.718832
dinov2,Low,tired,0,Negative,False,0,0.438406,dinov2,0.488457,1,False,High,aroused,Positive,0.0,0.0,,False,False,track2_0694,0.488457,tired->aroused,hold,insufficient_row_support,0.718457
clip,High,excited,0,Positive,False,0,0.457198,clip,0.485381,1,False,Low,glad,Positive,0.0,0.0,,False,True,track2_0263,0.485381,excited->glad,hold,insufficient_row_support,0.715381
siglip2,Low,content,0,Positive,False,0,0.442883,siglip2,0.484897,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0630,0.484897,content->tired,hold,insufficient_row_support,0.714897
dinov2,Low,calm,0,Positive,False,0,0.43657,dinov2,0.483864,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0894,0.483864,calm->tired,hold,insufficient_row_support,0.713864
dinov2,High,alarmed,0,Negative,False,0,0.435049,dinov2,0.479964,1,False,Low,bored,Negative,0.0,0.0,,False,True,track2_0106,0.479964,alarmed->bored,hold,insufficient_row_support,0.709964
"public_clean,public_inclusive,siglip2",Low,glad,0,Positive,False,4,0.330368,siglip2,0.348547,1,False,Low,content,Positive,0.0,0.287692,,True,True,track2_0237,0.636239,glad->content,hold,insufficient_row_support,0.706239
"clip,public_clean,public_inclusive",High,frustrated,0,Negative,False,0,0.265176,clip,0.288821,1,False,Low,bored,Negative,0.0,0.187321,,False,True,track2_0041,0.476142,frustrated->bored,hold,insufficient_row_support,0.706142
"public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.236635,siglip2,0.244367,1,False,Low,content,Positive,0.0,0.23116,,False,True,track2_0372,0.475527,aroused->content,hold,insufficient_row_support,0.705527
"public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.251774,siglip2,0.277979,1,False,High,excited,Positive,0.0,0.197185,,False,True,track2_0462,0.475164,calm->excited,hold,insufficient_row_support,0.705164
"public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.25624,siglip2,0.283174,1,False,High,annoyed,Negative,0.0,0.191719,,True,True,track2_0423,0.474893,alarmed->annoyed,hold,insufficient_row_support,0.704893
clip,Low,sad,0,Negative,False,0,0.43758,clip,0.473898,1,False,High,alarmed,Negative,0.0,0.0,,False,True,track2_0804,0.473898,sad->alarmed,hold,insufficient_row_support,0.703898
dinov2,High,annoyed,0,Negative,False,0,0.436251,dinov2,0.473126,1,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0187,0.473126,annoyed->calm,hold,insufficient_row_support,0.703126
"public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.306929,siglip2,0.31227,1,False,Low,sad,Negative,0.0,0.279987,,True,True,track2_0037,0.592257,tired->sad,hold,insufficient_row_support,0.702257
dinov2,Low,calm,0,Positive,False,0,0.416779,dinov2,0.467655,1,False,High,aroused,Positive,0.0,0.0,,False,True,track2_0386,0.467655,calm->aroused,hold,insufficient_row_support,0.697655
clip,High,frustrated,0,Negative,False,0,0.3969,clip,0.46236,1,False,High,aroused,Positive,0.0,0.0,,True,False,track2_0520,0.46236,frustrated->aroused,hold,insufficient_row_support,0.69236
siglip2,Low,bored,0,Negative,False,0,0.404712,siglip2,0.462215,1,False,Low,tired,Negative,0.0,0.0,,True,True,track2_0273,0.462215,bored->tired,hold,insufficient_row_support,0.692215
dinov2,Low,sad,0,Negative,False,0,0.412776,dinov2,0.460022,1,False,High,aroused,Positive,0.0,0.0,,False,False,track2_0226,0.460022,sad->aroused,hold,insufficient_row_support,0.690022
dinov2,Low,calm,0,Positive,False,0,0.402006,dinov2,0.459791,1,False,Low,sad,Negative,0.0,0.0,,True,False,track2_0954,0.459791,calm->sad,hold,insufficient_row_support,0.689791
"public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.232466,siglip2,0.233062,1,False,High,annoyed,Negative,0.0,0.226638,,True,True,track2_0440,0.4597,frustrated->annoyed,hold,insufficient_row_support,0.6897
dinov2,Low,calm,0,Positive,False,0,0.400341,dinov2,0.458086,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0227,0.458086,calm->tired,hold,insufficient_row_support,0.688086
dinov2,Low,tired,0,Negative,False,0,0.42407,dinov2,0.451833,1,False,High,happy,Positive,0.0,0.0,,False,False,track2_0349,0.451833,tired->happy,hold,insufficient_row_support,0.681833
"public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.232281,siglip2,0.236404,1,False,High,alarmed,Negative,0.0,0.215186,,True,True,track2_0223,0.45159,frustrated->alarmed,hold,insufficient_row_support,0.68159
"public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.231954,siglip2,0.240041,1,False,Low,bored,Negative,0.0,0.210992,,False,False,track2_0224,0.451033,aroused->bored,hold,insufficient_row_support,0.681033
"public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.251436,siglip2,0.28717,1,False,High,annoyed,Negative,0.0,0.157558,,True,True,track2_0769,0.444728,alarmed->annoyed,hold,insufficient_row_support,0.674728
dinov2,High,alarmed,0,Negative,False,0,0.380761,dinov2,0.437813,1,False,High,excited,Positive,0.0,0.0,,True,False,track2_0890,0.437813,alarmed->excited,hold,insufficient_row_support,0.667813
dinov2,Low,content,0,Positive,False,0,0.402692,dinov2,0.436323,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0561,0.436323,content->tired,hold,insufficient_row_support,0.666323
dinov2,Low,calm,0,Positive,False,0,0.39012,dinov2,0.434847,1,False,High,annoyed,Negative,0.0,0.0,,False,False,track2_0395,0.434847,calm->annoyed,hold,insufficient_row_support,0.664847
"public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,0,0.218682,siglip2,0.228937,1,False,Low,calm,Positive,0.0,0.205265,,False,True,track2_0140,0.434202,aroused->calm,hold,insufficient_row_support,0.664202
dinov2,Low,content,0,Positive,False,0,0.40168,dinov2,0.431887,1,False,Low,sad,Negative,0.0,0.0,,True,False,track2_0125,0.431887,content->sad,hold,insufficient_row_support,0.661887
dinov2,Low,calm,0,Positive,False,0,0.41232,dinov2,0.431421,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0074,0.431421,calm->tired,hold,insufficient_row_support,0.661421
"public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.232072,siglip2,0.246981,1,False,Low,tired,Negative,0.0,0.184021,,False,True,track2_0621,0.431002,frustrated->tired,hold,insufficient_row_support,0.661002
dinov2,Low,content,0,Positive,False,0,0.385018,dinov2,0.430323,1,False,High,excited,Positive,0.0,0.0,,False,True,track2_0433,0.430323,content->excited,hold,insufficient_row_support,0.660323
dinov2,Low,content,0,Positive,False,0,0.375737,dinov2,0.429495,1,False,High,aroused,Positive,0.0,0.0,,False,True,track2_0782,0.429495,content->aroused,hold,insufficient_row_support,0.659495
clip,High,alarmed,0,Negative,False,0,0.387015,clip,0.428656,1,False,Low,bored,Negative,0.0,0.0,,False,True,track2_0565,0.428656,alarmed->bored,hold,insufficient_row_support,0.658656
dinov2,High,frustrated,0,Negative,False,0,0.387851,dinov2,0.427405,1,False,High,excited,Positive,0.0,0.0,,True,False,track2_0677,0.427405,frustrated->excited,hold,insufficient_row_support,0.657405
dinov2,Low,calm,0,Positive,False,0,0.377693,dinov2,0.426547,1,False,High,excited,Positive,0.0,0.0,,False,True,track2_0559,0.426547,calm->excited,hold,insufficient_row_support,0.656547
dinov2,Low,tired,0,Negative,False,3,0.477076,dinov2,0.54509,1,False,Low,sad,Negative,0.0,0.0,,True,True,track2_0048,0.54509,tired->sad,hold,insufficient_row_support,0.65509
clip,High,aroused,0,Positive,False,0,0.376406,clip,0.423915,1,False,Low,tired,Negative,0.0,0.0,,False,False,track2_0140,0.423915,aroused->tired,hold,insufficient_row_support,0.653915
clip,High,annoyed,0,Negative,False,0,0.368205,clip,0.423841,1,False,High,aroused,Positive,0.0,0.0,,True,False,track2_0205,0.423841,annoyed->aroused,hold,insufficient_row_support,0.653841
dinov2,Low,calm,0,Positive,False,0,0.382586,dinov2,0.422853,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0438,0.422853,calm->bored,hold,insufficient_row_support,0.652853
clip,High,excited,0,Positive,False,1,0.419733,clip,0.462192,1,False,High,happy,Positive,0.0,0.0,,True,True,track2_0366,0.462192,excited->happy,hold,insufficient_row_support,0.652192
siglip2,Low,bored,0,Negative,False,0,0.362778,siglip2,0.421271,1,False,High,annoyed,Negative,0.0,0.0,,False,True,track2_0619,0.421271,bored->annoyed,hold,insufficient_row_support,0.651271
dinov2,Low,tired,0,Negative,False,0,0.406337,dinov2,0.421068,1,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0537,0.421068,tired->calm,hold,insufficient_row_support,0.651068
dinov2,Low,content,0,Positive,False,0,0.373137,dinov2,0.420297,1,False,High,happy,Positive,0.0,0.0,,False,True,track2_0792,0.420297,content->happy,hold,insufficient_row_support,0.650297
clip,High,frustrated,0,Negative,False,0,0.404666,clip,0.419484,1,False,High,annoyed,Negative,0.0,0.0,,True,True,track2_0641,0.419484,frustrated->annoyed,hold,insufficient_row_support,0.649484
dinov2,Low,calm,0,Positive,False,0,0.413062,dinov2,0.419378,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0406,0.419378,calm->bored,hold,insufficient_row_support,0.649378
dinov2,Low,calm,0,Positive,False,0,0.370171,dinov2,0.418905,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0566,0.418905,calm->tired,hold,insufficient_row_support,0.648905
clip,Low,content,0,Positive,False,0,0.362148,clip,0.413867,1,False,Low,sad,Negative,0.0,0.0,,True,False,track2_0317,0.413867,content->sad,hold,insufficient_row_support,0.643867
clip,Low,tired,0,Negative,False,0,0.389003,clip,0.413187,1,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0629,0.413187,tired->calm,hold,insufficient_row_support,0.643187
clip,Low,calm,0,Positive,False,0,0.366911,clip,0.413143,1,False,Low,bored,Negative,0.0,0.0,,True,False,track2_0227,0.413143,calm->bored,hold,insufficient_row_support,0.643143
dinov2,Low,calm,0,Positive,False,0,0.383319,dinov2,0.412182,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0242,0.412182,calm->tired,hold,insufficient_row_support,0.642182
"public_clean,siglip2",High,alarmed,0,Negative,False,0,0.22456,siglip2,0.230448,1,False,High,annoyed,Negative,0.0,0.181121,,True,True,track2_0106,0.411569,alarmed->annoyed,hold,insufficient_row_support,0.641569
"clip,dinov2",High,alarmed,0,Negative,False,0,0.214834,"clip,dinov2",0.408948,2,False,High,excited,Positive,0.0,0.0,,True,False,track2_0378,0.408948,alarmed->excited,hold,insufficient_row_support,0.638948
siglip2,Low,content,0,Positive,False,0,0.371669,siglip2,0.407482,1,False,Low,sad,Negative,0.0,0.0,,True,False,track2_0123,0.407482,content->sad,hold,insufficient_row_support,0.637482
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.208155,siglip2,0.21529,1,False,Low,bored,Negative,0.0,0.188726,,True,False,track2_0145,0.404016,calm->bored,hold,insufficient_row_support,0.634016
clip,High,alarmed,0,Negative,False,0,0.371665,clip,0.401443,1,False,High,happy,Positive,0.0,0.0,,True,False,track2_0425,0.401443,alarmed->happy,hold,insufficient_row_support,0.631443
dinov2,Low,calm,0,Positive,False,0,0.370117,dinov2,0.40144,1,False,High,excited,Positive,0.0,0.0,,False,True,track2_0986,0.40144,calm->excited,hold,insufficient_row_support,0.63144
dinov2,Low,content,0,Positive,False,0,0.353522,dinov2,0.400002,1,False,High,happy,Positive,0.0,0.0,,False,True,track2_0127,0.400002,content->happy,hold,insufficient_row_support,0.630002
clip,Low,tired,0,Negative,False,0,0.383565,clip,0.393299,1,False,Low,bored,Negative,0.0,0.0,,True,True,track2_0711,0.393299,tired->bored,hold,insufficient_row_support,0.623299
dinov2,High,alarmed,0,Negative,False,0,0.357387,dinov2,0.392512,1,False,High,aroused,Positive,0.0,0.0,,True,False,track2_0423,0.392512,alarmed->aroused,hold,insufficient_row_support,0.622512
clip,High,alarmed,0,Negative,False,0,0.383459,clip,0.390562,1,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0963,0.390562,alarmed->calm,hold,insufficient_row_support,0.620562
dinov2,Low,tired,0,Negative,False,3,0.445266,dinov2,0.510382,1,False,Low,sad,Negative,0.0,0.0,,True,True,track2_0629,0.510382,tired->sad,hold,insufficient_row_support,0.620382
clip,Low,content,0,Positive,False,5,0.52652,clip,0.587136,1,False,Low,glad,Positive,0.0,0.0,,True,True,track2_0434,0.587136,content->glad,hold,insufficient_row_support,0.617136
"public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.206933,siglip2,0.211737,1,False,High,frustrated,Negative,0.0,0.174945,,False,False,track2_0730,0.386682,calm->frustrated,hold,insufficient_row_support,0.616682
dinov2,High,aroused,0,Positive,False,0,0.354802,dinov2,0.385672,1,False,High,frustrated,Negative,0.0,0.0,,True,False,track2_0332,0.385672,aroused->frustrated,hold,insufficient_row_support,0.615672
siglip2,High,alarmed,0,Negative,False,0,0.359073,siglip2,0.385639,1,False,High,aroused,Positive,0.0,0.0,,True,False,track2_0721,0.385639,alarmed->aroused,hold,insufficient_row_support,0.615639
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.404007,"dinov2,siglip2",0.799585,2,False,Low,calm,Positive,0.0,0.385795,,True,True,track2_0201,1.18538,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.61538
dinov2,Low,calm,0,Positive,False,0,0.341947,dinov2,0.383864,1,False,High,annoyed,Negative,0.0,0.0,,False,False,track2_0149,0.383864,calm->annoyed,hold,insufficient_row_support,0.613864
clip,High,frustrated,0,Negative,False,0,0.366503,clip,0.383689,1,False,High,annoyed,Negative,0.0,0.0,,True,True,track2_0724,0.383689,frustrated->annoyed,hold,insufficient_row_support,0.613689
clip,High,excited,0,Positive,False,0,0.335635,clip,0.383269,1,False,Low,bored,Negative,0.0,0.0,,False,False,track2_0142,0.383269,excited->bored,hold,insufficient_row_support,0.613269
dinov2,Low,calm,0,Positive,False,0,0.336708,dinov2,0.381514,1,False,High,annoyed,Negative,0.0,0.0,,False,False,track2_0005,0.381514,calm->annoyed,hold,insufficient_row_support,0.611514
siglip2,Low,sad,0,Negative,False,0,0.371577,siglip2,0.380777,1,False,Low,content,Positive,0.0,0.0,,True,False,track2_0275,0.380777,sad->content,hold,insufficient_row_support,0.610777
"dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.45193,"dinov2,siglip2",0.775587,2,False,Low,calm,Positive,0.0,0.404708,,True,True,track2_0351,1.180295,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.610295
dinov2,Low,calm,0,Positive,False,0,0.364559,dinov2,0.379852,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0740,0.379852,calm->tired,hold,insufficient_row_support,0.609852
dinov2,Low,glad,0,Positive,False,1,0.409438,dinov2,0.418812,1,False,Low,calm,Positive,0.0,0.0,,True,True,track2_0957,0.418812,glad->calm,hold,insufficient_row_support,0.608812
dinov2,Low,content,0,Positive,False,0,0.342854,dinov2,0.378032,1,False,Low,tired,Negative,0.0,0.0,,True,False,track2_0085,0.378032,content->tired,hold,insufficient_row_support,0.608032
siglip2,Low,content,0,Positive,False,0,0.330526,siglip2,0.375663,1,False,High,excited,Positive,0.0,0.0,,False,True,track2_0103,0.375663,content->excited,hold,insufficient_row_support,0.605663
"public_clean,public_inclusive",Low,tired,0,Negative,False,0,0.375368,,0.0,0,False,Low,calm,Positive,0.0,0.375368,,True,False,track2_0331,0.375368,tired->calm,hold,insufficient_row_support,0.605368
siglip2,High,aroused,0,Positive,False,0,0.355304,siglip2,0.374987,1,False,High,frustrated,Negative,0.0,0.0,,True,False,track2_0602,0.374987,aroused->frustrated,hold,insufficient_row_support,0.604987
siglip2,High,aroused,0,Positive,False,0,0.361567,siglip2,0.374893,1,False,High,annoyed,Negative,0.0,0.0,,True,False,track2_0598,0.374893,aroused->annoyed,hold,insufficient_row_support,0.604893
dinov2,High,aroused,0,Positive,False,0,0.349072,dinov2,0.373198,1,False,High,annoyed,Negative,0.0,0.0,,True,False,track2_0549,0.373198,aroused->annoyed,hold,insufficient_row_support,0.603198
"public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.584288,siglip2,0.642859,1,False,Low,calm,Positive,0.0,0.529287,,True,True,track2_0690,1.172146,content->calm,hold,insufficient_row_support;official_failed_transition_penalty,0.602146
dinov2,Low,tired,0,Negative,False,0,0.332506,dinov2,0.372114,1,False,Low,calm,Positive,0.0,0.0,,True,False,track2_0594,0.372114,tired->calm,hold,insufficient_row_support,0.602114
"public_clean,public_inclusive,siglip2",High,frustrated,0,Negative,False,0,0.193631,siglip2,0.198684,1,False,Low,bored,Negative,0.0,0.171097,,False,True,track2_0828,0.369781,frustrated->bored,hold,insufficient_row_support,0.599781
dinov2,High,annoyed,0,Negative,False,0,0.346819,dinov2,0.369598,1,False,Low,calm,Positive,0.0,0.0,,False,False,track2_0491,0.369598,annoyed->calm,hold,insufficient_row_support,0.599598
dinov2,Low,content,0,Positive,False,0,0.324648,dinov2,0.369472,1,False,High,excited,Positive,0.0,0.0,,False,True,track2_0771,0.369472,content->excited,hold,insufficient_row_support,0.599472
dinov2,Low,glad,0,Positive,False,1,0.374524,dinov2,0.409228,1,False,Low,calm,Positive,0.0,0.0,,True,True,track2_0913,0.409228,glad->calm,hold,insufficient_row_support,0.599228
clip,High,alarmed,0,Negative,False,0,0.334218,clip,0.368863,1,False,Low,bored,Negative,0.0,0.0,,False,True,track2_0176,0.368863,alarmed->bored,hold,insufficient_row_support,0.598863
"public_clean,siglip2",High,annoyed,0,Negative,False,0,0.197613,siglip2,0.169687,1,False,Low,content,Positive,0.0,0.197613,,False,False,track2_0511,0.3673,annoyed->content,hold,insufficient_row_support,0.5973
